               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 213,            0.018903,            0.010217,            0.018821,             0.97894,             0.99317,             0.99479,             0.82295,           0.0078018,           0.0026272,          0.00065629,           0.0079012,           0.0079012,           0.0079012
                 214,            0.016776,            0.010069,            0.015767,             0.97804,             0.99408,             0.99493,             0.82316,           0.0079668,           0.0026269,          0.00065869,           0.0078913,           0.0078913,           0.0078913
                 215,            0.017545,           0.0097696,            0.016033,             0.97756,             0.99162,             0.99481,             0.82646,           0.0080444,            0.002632,          0.00068416,           0.0078814,           0.0078814,           0.0078814
                 216,              0.0181,           0.0099736,            0.017585,             0.97897,             0.99417,             0.99478,             0.82171,            0.008042,           0.0026306,          0.00058044,           0.0078715,           0.0078715,           0.0078715
                 217,            0.017068,            0.010122,             0.01615,             0.98532,             0.99198,             0.99467,             0.82711,           0.0078477,           0.0026086,          0.00059033,           0.0078616,           0.0078616,           0.0078616
                 218,            0.017445,           0.0099156,            0.015765,             0.98692,             0.99303,             0.99475,             0.82704,           0.0078912,           0.0026013,          0.00060757,           0.0078517,           0.0078517,           0.0078517
                 219,            0.018668,            0.010018,            0.016557,             0.98527,             0.99033,             0.99483,             0.83476,           0.0077854,           0.0025864,          0.00062167,           0.0078418,           0.0078418,           0.0078418
                 220,            0.018403,           0.0099328,            0.017783,             0.98188,             0.98709,             0.99364,             0.83078,           0.0078451,           0.0025571,          0.00068395,           0.0078319,           0.0078319,           0.0078319
                 221,            0.018726,            0.010132,            0.018167,             0.98641,             0.98963,             0.99461,             0.82581,           0.0078831,           0.0025387,          0.00063697,            0.007822,            0.007822,            0.007822
                 222,            0.018509,             0.01024,            0.017107,              0.9893,             0.98996,             0.99481,             0.82817,           0.0078769,           0.0025336,          0.00057227,           0.0078121,           0.0078121,           0.0078121
                 223,             0.01786,             0.01009,            0.017372,             0.98507,             0.98801,             0.99474,             0.82885,           0.0078172,           0.0025271,          0.00060635,           0.0078022,           0.0078022,           0.0078022
                 224,            0.017777,            0.010381,            0.017758,             0.98066,             0.99119,             0.99493,             0.82519,           0.0077698,           0.0025397,          0.00059699,           0.0077923,           0.0077923,           0.0077923
                 225,            0.017879,            0.010126,            0.017731,             0.97723,             0.98754,             0.99467,             0.82545,           0.0077767,           0.0025545,          0.00063059,           0.0077824,           0.0077824,           0.0077824
                 226,            0.017575,            0.010112,            0.018421,             0.97302,              0.9839,             0.99411,             0.82602,           0.0078251,           0.0025466,          0.00071704,           0.0077725,           0.0077725,           0.0077725
                 227,            0.018226,            0.010177,            0.016958,             0.98228,             0.98877,             0.99367,              0.8212,           0.0079903,           0.0025772,          0.00062477,           0.0077626,           0.0077626,           0.0077626
                 228,            0.018417,           0.0099395,            0.016468,             0.98092,             0.98836,             0.99381,             0.82674,           0.0080085,           0.0025726,          0.00059261,           0.0077527,           0.0077527,           0.0077527
                 229,            0.018849,            0.010096,             0.01784,             0.97542,             0.99109,             0.99337,             0.82789,           0.0081142,           0.0025562,          0.00064459,           0.0077428,           0.0077428,           0.0077428
                 230,            0.017964,            0.010287,            0.017924,             0.98018,              0.9885,             0.99353,             0.82636,           0.0079164,           0.0025625,           0.0006488,           0.0077329,           0.0077329,           0.0077329
                 231,            0.020128,            0.010493,            0.018951,             0.97887,             0.98789,             0.99374,             0.82924,           0.0079084,           0.0025811,          0.00065236,            0.007723,            0.007723,            0.007723
                 232,            0.017896,            0.010175,            0.017013,             0.97808,             0.98418,             0.99424,             0.83179,           0.0077767,           0.0025854,          0.00068867,           0.0077131,           0.0077131,           0.0077131
                 233,            0.018483,            0.010193,            0.018606,              0.9716,             0.98684,             0.99398,             0.82848,           0.0078427,           0.0025803,          0.00073138,           0.0077032,           0.0077032,           0.0077032
                 234,            0.017451,             0.01046,            0.016348,             0.97353,              0.9879,             0.99311,             0.82415,           0.0079398,            0.002583,           0.0006967,           0.0076933,           0.0076933,           0.0076933
                 235,            0.017772,            0.010093,            0.015896,              0.9794,             0.99215,             0.99361,             0.82682,           0.0079084,           0.0025932,          0.00063279,           0.0076834,           0.0076834,           0.0076834
                 236,            0.016484,            0.010347,            0.016767,             0.97929,             0.99269,             0.99393,             0.82765,           0.0079159,           0.0026024,          0.00058814,           0.0076735,           0.0076735,           0.0076735
                 237,             0.01763,             0.01013,            0.015611,              0.9788,             0.99689,             0.99482,             0.82881,            0.007798,           0.0026075,          0.00055975,           0.0076636,           0.0076636,           0.0076636
                 238,            0.017852,            0.010132,            0.019177,             0.97784,             0.98912,             0.99337,             0.83143,           0.0078128,           0.0025989,          0.00064892,           0.0076537,           0.0076537,           0.0076537
                 239,            0.018057,             0.01007,            0.017984,             0.97118,             0.99225,             0.99389,             0.82776,           0.0079327,           0.0026077,          0.00067288,           0.0076438,           0.0076438,           0.0076438
                 240,            0.017758,           0.0099963,            0.016612,              0.9734,             0.98885,              0.9942,             0.82929,           0.0079679,           0.0026133,          0.00067218,           0.0076339,           0.0076339,           0.0076339
                 241,            0.017947,           0.0099099,            0.016828,              0.9745,             0.98478,             0.99412,             0.82647,           0.0079234,           0.0026117,          0.00071801,            0.007624,            0.007624,            0.007624
                 242,            0.017986,            0.010085,            0.018217,             0.97437,             0.98569,             0.99453,             0.82458,           0.0080077,           0.0026234,          0.00069039,           0.0076141,           0.0076141,           0.0076141
                 243,            0.016866,           0.0098046,            0.015106,             0.97277,             0.99099,             0.99481,             0.82737,           0.0079714,           0.0026245,          0.00066926,           0.0076042,           0.0076042,           0.0076042
                 244,            0.017125,           0.0099304,            0.015684,             0.97825,             0.99277,             0.99463,             0.82662,           0.0078694,           0.0026211,          0.00063004,           0.0075943,           0.0075943,           0.0075943
                 245,            0.017414,            0.010088,            0.016531,             0.97339,              0.9963,              0.9945,             0.82725,            0.007826,           0.0025949,          0.00063793,           0.0075844,           0.0075844,           0.0075844
                 246,            0.017491,            0.010211,            0.016283,             0.96631,             0.99494,             0.99403,             0.82629,           0.0078363,           0.0025837,          0.00069513,           0.0075745,           0.0075745,           0.0075745
                 247,            0.017067,            0.010237,            0.017652,             0.96824,             0.99347,             0.99335,             0.82463,            0.007898,           0.0025768,           0.0006552,           0.0075646,           0.0075646,           0.0075646
                 248,            0.017131,           0.0099823,            0.016572,              0.9808,             0.98282,             0.99276,             0.82636,           0.0078663,           0.0025821,          0.00066355,           0.0075547,           0.0075547,           0.0075547
                 249,            0.017057,           0.0099181,            0.016376,              0.9781,             0.98656,             0.99195,             0.82556,           0.0077777,           0.0025633,           0.0006665,           0.0075448,           0.0075448,           0.0075448
                 250,            0.017113,           0.0099771,            0.017219,             0.97892,             0.98905,             0.99265,             0.82782,           0.0077099,           0.0025618,          0.00066845,           0.0075349,           0.0075349,           0.0075349
                 251,            0.017942,            0.010078,            0.018441,             0.97861,              0.9875,             0.99204,             0.82523,           0.0077201,           0.0025825,          0.00067483,            0.007525,            0.007525,            0.007525
                 252,            0.016907,           0.0099233,            0.016926,             0.97781,             0.98603,             0.99155,             0.82312,           0.0077104,            0.002586,          0.00070865,           0.0075151,           0.0075151,           0.0075151
                 253,            0.017685,              0.0102,              0.0165,             0.97825,             0.98597,             0.99186,             0.82349,           0.0076653,           0.0025828,          0.00070172,           0.0075052,           0.0075052,           0.0075052
                 254,            0.017062,           0.0097359,            0.013993,             0.97954,             0.98854,              0.9933,             0.82659,           0.0076377,           0.0025735,           0.0006161,           0.0074953,           0.0074953,           0.0074953
                 255,            0.017567,             0.01007,            0.016652,              0.9775,             0.98687,             0.99311,             0.82509,           0.0076511,           0.0025621,          0.00064997,           0.0074854,           0.0074854,           0.0074854
                 256,            0.017666,            0.010043,             0.01583,             0.97884,             0.98825,              0.9939,              0.8266,           0.0076167,            0.002543,          0.00062726,           0.0074755,           0.0074755,           0.0074755
                 257,            0.018006,           0.0098817,            0.015864,             0.98181,             0.98678,             0.99435,             0.82596,           0.0076815,           0.0025354,          0.00061549,           0.0074656,           0.0074656,           0.0074656
                 258,            0.017185,            0.009844,            0.016654,             0.97984,             0.98683,             0.99446,             0.82775,           0.0077228,           0.0025375,          0.00061819,           0.0074557,           0.0074557,           0.0074557
                 259,            0.018878,           0.0099666,            0.018525,             0.97468,             0.98799,             0.99353,             0.82715,            0.007736,           0.0025412,          0.00064682,           0.0074458,           0.0074458,           0.0074458
                 260,            0.017829,            0.010255,            0.017323,             0.97461,             0.98637,             0.99262,             0.82536,            0.007749,            0.002536,          0.00064651,           0.0074359,           0.0074359,           0.0074359
                 261,            0.017818,            0.009905,            0.015972,             0.97558,             0.98562,             0.99267,             0.82639,           0.0077087,           0.0025398,          0.00063569,            0.007426,            0.007426,            0.007426
                 262,            0.017565,            0.010102,            0.017086,             0.98157,             0.99017,             0.99328,             0.82535,           0.0077086,            0.002541,          0.00058392,           0.0074161,           0.0074161,           0.0074161
                 263,            0.017629,           0.0096744,            0.016387,             0.98059,             0.99071,              0.9934,             0.82368,           0.0076723,           0.0025515,           0.0005493,           0.0074062,           0.0074062,           0.0074062
                 264,            0.017145,           0.0099713,            0.014372,             0.98029,              0.9881,             0.99451,             0.82753,           0.0076008,           0.0025573,          0.00054343,           0.0073963,           0.0073963,           0.0073963
                 265,            0.018301,            0.010116,            0.016916,             0.98054,             0.98962,              0.9946,             0.82944,           0.0075183,           0.0025684,          0.00054186,           0.0073864,           0.0073864,           0.0073864
                 266,            0.017432,            0.010009,            0.016705,             0.98077,             0.99185,             0.99442,             0.83045,           0.0075279,           0.0025564,          0.00054276,           0.0073765,           0.0073765,           0.0073765
                 267,            0.018423,            0.010235,             0.01767,             0.98386,             0.99043,             0.99418,             0.82815,           0.0074816,           0.0025354,          0.00053578,           0.0073666,           0.0073666,           0.0073666
                 268,            0.017717,            0.010369,            0.019323,              0.9846,             0.98826,             0.99322,             0.82843,           0.0074249,            0.002537,          0.00054237,           0.0073567,           0.0073567,           0.0073567
                 269,             0.01764,            0.010372,            0.019037,             0.98481,              0.9902,             0.99369,             0.82724,           0.0074467,           0.0025229,          0.00055637,           0.0073468,           0.0073468,           0.0073468
                 270,            0.017025,           0.0098588,            0.015914,             0.98558,             0.98851,             0.99357,             0.82796,           0.0074612,           0.0025244,          0.00058351,           0.0073369,           0.0073369,           0.0073369
                 271,             0.01718,            0.010076,            0.014408,             0.98479,             0.99078,             0.99415,             0.82965,             0.00747,           0.0025175,          0.00060211,            0.007327,            0.007327,            0.007327
                 272,            0.016778,           0.0099139,            0.015676,             0.98643,             0.99235,             0.99493,             0.82773,            0.007481,            0.002523,          0.00054876,           0.0073171,           0.0073171,           0.0073171
                 273,            0.017654,           0.0098891,            0.017763,             0.98498,             0.99214,             0.99341,             0.82429,           0.0075354,           0.0025111,          0.00062831,           0.0073072,           0.0073072,           0.0073072
                 274,            0.017198,           0.0099132,             0.01585,             0.98415,             0.99032,             0.99317,              0.8254,           0.0075479,           0.0025032,          0.00063224,           0.0072973,           0.0072973,           0.0072973
                 275,            0.017377,            0.010215,            0.016353,             0.98638,             0.99284,              0.9935,             0.82615,           0.0075192,           0.0025082,          0.00058987,           0.0072874,           0.0072874,           0.0072874
                 276,            0.016573,            0.010076,            0.015393,             0.98458,             0.99379,             0.99394,             0.82675,           0.0075726,           0.0025052,          0.00058687,           0.0072775,           0.0072775,           0.0072775
                 277,            0.017708,           0.0099288,            0.016653,             0.98359,             0.99397,             0.99481,             0.82619,           0.0075886,            0.002498,          0.00055929,           0.0072676,           0.0072676,           0.0072676
                 278,            0.018223,             0.01032,             0.01881,             0.98445,             0.99203,             0.99475,             0.82754,           0.0076284,           0.0024917,           0.0005591,           0.0072577,           0.0072577,           0.0072577
                 279,            0.017133,            0.009971,             0.01583,             0.98423,             0.99093,             0.99462,             0.82654,           0.0076193,           0.0024823,          0.00053596,           0.0072478,           0.0072478,           0.0072478
                 280,            0.017215,            0.010042,            0.016582,             0.98367,             0.98893,              0.9947,             0.82622,           0.0076202,           0.0024769,          0.00054372,           0.0072379,           0.0072379,           0.0072379
                 281,            0.017075,            0.010163,            0.016555,             0.98326,             0.98956,              0.9947,             0.82763,           0.0075546,           0.0024805,          0.00054737,            0.007228,            0.007228,            0.007228
                 282,            0.016884,            0.010028,            0.016478,             0.98175,             0.99168,              0.9947,              0.8285,           0.0075708,           0.0024886,          0.00054436,           0.0072181,           0.0072181,           0.0072181
                 283,            0.017304,           0.0097671,             0.01402,             0.98331,              0.9912,              0.9947,             0.83002,           0.0075724,           0.0024941,          0.00054864,           0.0072082,           0.0072082,           0.0072082
                 284,            0.017805,            0.010152,            0.016594,              0.9792,             0.99344,             0.99447,              0.8294,           0.0076352,           0.0024964,          0.00055239,           0.0071983,           0.0071983,           0.0071983
                 285,            0.017992,           0.0099937,            0.017509,             0.98201,             0.99397,             0.99463,             0.82851,           0.0076732,           0.0024989,          0.00051075,           0.0071884,           0.0071884,           0.0071884
                 286,            0.017245,            0.010109,            0.016235,             0.98255,              0.9935,              0.9944,             0.82735,           0.0076811,           0.0025001,          0.00053743,           0.0071785,           0.0071785,           0.0071785
                 287,            0.017524,            0.010053,            0.016213,             0.98224,             0.99304,             0.99401,             0.82674,           0.0076553,           0.0025048,          0.00053373,           0.0071686,           0.0071686,           0.0071686
                 288,              0.0173,           0.0097649,            0.016805,             0.98308,             0.99159,             0.99399,             0.82598,           0.0076229,           0.0025089,          0.00051644,           0.0071587,           0.0071587,           0.0071587
                 289,            0.017895,           0.0099615,            0.017557,             0.98181,             0.99199,             0.99448,             0.82751,           0.0076312,             0.00251,          0.00052463,           0.0071488,           0.0071488,           0.0071488
                 290,            0.017893,            0.009959,            0.016747,             0.98532,             0.99077,             0.99462,             0.82763,           0.0075769,           0.0025178,           0.0005169,           0.0071389,           0.0071389,           0.0071389
                 291,            0.016579,           0.0098859,            0.014938,             0.98546,             0.99021,             0.99424,             0.82706,           0.0075636,           0.0025222,          0.00051931,            0.007129,            0.007129,            0.007129
                 292,            0.017511,           0.0098471,            0.015265,              0.9843,             0.99365,             0.99405,             0.82721,           0.0074847,           0.0025197,          0.00051285,           0.0071191,           0.0071191,           0.0071191
                 293,            0.017661,           0.0098263,            0.015358,             0.98475,             0.99404,             0.99392,             0.82852,           0.0074732,            0.002525,          0.00051752,           0.0071092,           0.0071092,           0.0071092
                 294,            0.017886,           0.0098483,            0.015943,             0.98498,             0.99391,              0.9934,             0.82857,           0.0074673,           0.0025264,          0.00052792,           0.0070993,           0.0070993,           0.0070993
                 295,            0.017106,           0.0099079,            0.015777,             0.98561,             0.99516,             0.99327,                0.83,           0.0074308,           0.0025217,          0.00051723,           0.0070894,           0.0070894,           0.0070894
                 296,            0.017559,           0.0099683,            0.015314,             0.98526,               0.995,             0.99345,             0.82918,           0.0074512,           0.0025165,          0.00051726,           0.0070795,           0.0070795,           0.0070795
                 297,             0.01735,           0.0097621,            0.014927,             0.98521,             0.99488,             0.99408,             0.83024,           0.0074868,           0.0025252,           0.0005002,           0.0070696,           0.0070696,           0.0070696
                 298,            0.016656,           0.0095637,            0.013861,             0.98398,             0.99593,             0.99438,             0.83078,           0.0074809,           0.0025218,          0.00047519,           0.0070597,           0.0070597,           0.0070597
                 299,            0.017396,           0.0099789,            0.016373,             0.98377,              0.9971,             0.99447,             0.82966,           0.0074495,           0.0025076,          0.00047271,           0.0070498,           0.0070498,           0.0070498
                 300,            0.016623,            0.010074,            0.016786,             0.98439,             0.99542,             0.99431,             0.82969,            0.007431,           0.0024922,          0.00048542,           0.0070399,           0.0070399,           0.0070399
                 301,            0.016255,            0.010058,            0.014922,             0.98586,             0.99462,             0.99392,             0.82823,            0.007422,           0.0024876,          0.00049832,             0.00703,             0.00703,             0.00703
                 302,            0.017398,            0.010009,            0.016647,             0.98546,             0.99491,             0.99387,             0.82969,           0.0074231,           0.0024843,          0.00050088,           0.0070201,           0.0070201,           0.0070201
                 303,            0.017356,            0.010118,            0.016959,             0.98592,              0.9936,              0.9938,              0.8282,            0.007459,           0.0024833,          0.00051911,           0.0070102,           0.0070102,           0.0070102
                 304,            0.017863,            0.010128,            0.016533,             0.98508,             0.99277,             0.99384,             0.82945,           0.0074472,           0.0024876,          0.00052835,           0.0070003,           0.0070003,           0.0070003
                 305,            0.017084,            0.010139,            0.015805,             0.98434,              0.9938,             0.99402,             0.83221,           0.0074373,           0.0024921,          0.00053422,           0.0069904,           0.0069904,           0.0069904
                 306,            0.017007,             0.01008,            0.015216,             0.98495,             0.99349,             0.99425,             0.83183,           0.0074535,            0.002493,          0.00053153,           0.0069805,           0.0069805,           0.0069805
                 307,            0.017002,           0.0097289,            0.014146,             0.98384,               0.991,             0.99429,              0.8328,           0.0074406,           0.0024911,          0.00054712,           0.0069706,           0.0069706,           0.0069706
                 308,            0.018636,            0.010065,            0.017772,             0.98595,             0.98893,             0.99415,             0.83217,           0.0074242,           0.0024773,          0.00055153,           0.0069607,           0.0069607,           0.0069607
                 309,            0.017328,           0.0099908,            0.016242,             0.98654,              0.9886,             0.99419,             0.83323,           0.0074297,           0.0024757,          0.00056189,           0.0069508,           0.0069508,           0.0069508
                 310,            0.019596,            0.010091,            0.016481,             0.98716,             0.98725,             0.99462,             0.83411,           0.0074388,            0.002471,             0.00057,           0.0069409,           0.0069409,           0.0069409
                 311,            0.017808,           0.0098052,             0.01677,              0.9875,             0.98654,             0.99473,             0.83401,           0.0074355,           0.0024756,          0.00058038,            0.006931,            0.006931,            0.006931
                 312,            0.016547,           0.0097617,            0.015817,             0.98638,             0.98606,             0.99473,             0.83409,            0.007418,           0.0024835,          0.00059549,           0.0069211,           0.0069211,           0.0069211
                 313,            0.016679,           0.0096404,            0.015253,             0.98707,             0.98592,             0.99479,             0.83361,           0.0074241,           0.0024866,          0.00059796,           0.0069112,           0.0069112,           0.0069112
                 314,            0.017025,           0.0098752,            0.016807,             0.98777,             0.98595,             0.99485,             0.83214,           0.0074482,           0.0024874,          0.00058471,           0.0069013,           0.0069013,           0.0069013
                 315,            0.016853,           0.0097111,            0.014281,             0.98761,             0.98626,             0.99486,             0.83221,           0.0074359,           0.0024906,          0.00057695,           0.0068914,           0.0068914,           0.0068914
                 316,            0.017751,           0.0097851,            0.014545,             0.98624,             0.98638,             0.99482,             0.83208,           0.0074158,           0.0024931,          0.00056912,           0.0068815,           0.0068815,           0.0068815
                 317,            0.017464,           0.0096097,            0.016156,               0.986,             0.98746,             0.99489,             0.83317,           0.0074129,           0.0024979,          0.00057703,           0.0068716,           0.0068716,           0.0068716
                 318,            0.017931,           0.0098739,            0.016091,             0.98484,             0.98749,             0.99485,             0.83224,           0.0074045,           0.0025016,          0.00059392,           0.0068617,           0.0068617,           0.0068617
                 319,            0.016903,           0.0096572,            0.013839,             0.98357,             0.98716,             0.99482,             0.83135,           0.0074086,           0.0025054,          0.00059032,           0.0068518,           0.0068518,           0.0068518
